,Product_Link,Product_Name,Product_Summary,Product_Price,Product_Rating,Product_Image_url
30,https://www.costco.co.uk/Computers/Laptops-MacBooks/Lenovo-Ideapad-S500-Intel-Core-i7-8GB-RAM-512GB-SSD-156-Inch-Laptop-82FG00X5UK/p/373916,"Lenovo Ideapad S500, Intel Core i7, 8GB RAM, 512GB SSD, 15.6 Inch Laptop, 82FG00X5UK","- Intel Core i7-1165G7 Processor- Intergrated Intel Iris Xe Graphics- Windows 10 Home in S Mode- Up to 15 hours Battery life- 15.6"" Full HD Display- 1.7kg",£699.99,,https://www.costco.co.uk/Computers/Laptops-MacBooks/Lenovo-Ideapad-S500-Intel-Core-i7-8GB-RAM-512GB-SSD-156-Inch-Laptop-82FG00X5UK/p/373916
31,https://www.costco.co.uk/Computers/Laptops-MacBooks/HP-ENVY-x360-Intel-Core-i5-8GB-RAM-256GB-SSD-133-Inch-Convertable-Laptop-13-bd0013na/p/367905,"HP ENVY x360, Intel Core i5, 8GB RAM, 256GB SSD, 13.3 Inch Convertable Laptop, 13-bd0013na","- Intel Core i5-1135G7 Processor- Intel Iris Xe Graphics, OLED Display- Windows 10 Home- Dual B&O Speakers, HP Audio Boost, Dual Microphones- Up to 10 hours and 45 minutes Battery Life and Fast Charge Supported- 1.32 kg",£679.99,,https://www.costco.co.uk/Computers/Laptops-MacBooks/HP-ENVY-x360-Intel-Core-i5-8GB-RAM-256GB-SSD-133-Inch-Convertable-Laptop-13-bd0013na/p/367905
32,https://www.costco.co.uk/Computers/Laptops-MacBooks/HP-ENVY-Intel-Core-i5-8GB-RAM-512GB-SSD-NVIDIA-GeForce-MX450-133-Inch-Laptop-13-ba1013na/p/377661,"HP ENVY, Intel Core i5, 8GB RAM, 512GB SSD, NVIDIA GeForce MX450, 13.3 Inch Laptop, 13-ba1013na",- Intel Core i5-1135G7 Processor- NVIDIA GeForce MX450 Graphics- Windows 10 Home- B&O Dual Speakers with HP Audio Boost- Up to 10 hours Battery Life- 1.30 kg,£669.99,,https://www.costco.co.uk/Computers/Laptops-MacBooks/HP-ENVY-Intel-Core-i5-8GB-RAM-512GB-SSD-NVIDIA-GeForce-MX450-133-Inch-Laptop-13-ba1013na/p/377661
33,https://www.costco.co.uk/Computers/Laptops-MacBooks/HP-Pavilion-Intel-Core-i5-8GB-RAM-512GB-SSD-NVIDIA-GeForce-GTX-1650-156-Inch-Gaming-Laptop-15-dk2029na/p/377704,"HP Pavilion, Intel Core i5, 8GB RAM, 512GB SSD, NVIDIA GeForce GTX 1650, 15.6 Inch Gaming Laptop, 15-dk2029na","- Intel Core i5-11300H Processor- NVIDIA GeForce GTX 1650 Graphics- Windows 11 Home- Up to 5.25 Hours and Fast Charge Supported- 15.6"" Full HD 144Hz Display- 2.23 kg",£649.99,,https://www.costco.co.uk/Computers/Laptops-MacBooks/HP-Pavilion-Intel-Core-i5-8GB-RAM-512GB-SSD-NVIDIA-GeForce-GTX-1650-156-Inch-Gaming-Laptop-15-dk2029na/p/377704
34,https://www.costco.co.uk/Computers/Laptops-MacBooks/ASUS-VivoBook-AMD-Ryzen-5-8GB-RAM-512GB-SSD-156-Inch-OLED-Laptop-M513UA-L1188W/p/391005,"ASUS VivoBook, AMD Ryzen 5, 8GB RAM, 512GB SSD, 15.6 Inch OLED Laptop, M513UA-L1188W","- AMD Ryzen 5 5500U Processor- AMD Radeon Graphics- 15.6"" Full HD OLED Display- Windows 11 Home- Built-in Speakers,Harman Kardon- 1.8 kg",£629.89,,https://www.costco.co.uk/Computers/Laptops-MacBooks/ASUS-VivoBook-AMD-Ryzen-5-8GB-RAM-512GB-SSD-156-Inch-OLED-Laptop-M513UA-L1188W/p/391005
35,https://www.costco.co.uk/Computers/Laptops-MacBooks/Lenovo-Yoga-6-AMD-Ryzen-7-8GB-RAM-256GB-SSD-133-Inch-Convertible-2-in-1-Laptop-82FN0017UK/p/380728,"Lenovo Yoga 6, AMD Ryzen 7, 8GB RAM, 256GB SSD, 13.3 Inch Convertible 2 in 1 Laptop, 82FN0017UK","- AMD Ryzen 7 4700U Processor- AMD Radeon Graphics- Windows 10 Home- 2 x 1.5W Speakers, Dolby Atmos- Up to 18 hours Battery Life- 1.3 kg",£619.99,"<span _ngcontent-sc381="""" class=""star-ratings-text ng-star-inserted"">5.0 (1)</span>",https://www.costco.co.uk/Computers/Laptops-MacBooks/Lenovo-Yoga-6-AMD-Ryzen-7-8GB-RAM-256GB-SSD-133-Inch-Convertible-2-in-1-Laptop-82FN0017UK/p/380728
36,https://www.costco.co.uk/Computers/Laptops-MacBooks/Lenovo-IdeaPad-5-AMD-Ryzen-7-8GB-RAM-512GB-SSD-156-Inch-Laptop-82LN00ENUK/p/391063,"Lenovo IdeaPad 5, AMD Ryzen 7, 8GB RAM, 512GB SSD, 15.6 Inch Laptop, 82LN00ENUK","- AMD Ryzen 7 5700U Processor- AMD Radeon Graphics- Windows 10 Home- Up to 17 hours Battery Life- 15.6"" Full HD Display- 1.7kg- 2 x 2W Speakers, Dolby Audio",£619.99,,https://www.costco.co.uk/Computers/Laptops-MacBooks/Lenovo-IdeaPad-5-AMD-Ryzen-7-8GB-RAM-512GB-SSD-156-Inch-Laptop-82LN00ENUK/p/391063
37,https://www.costco.co.uk/Computers/Laptops-MacBooks/Lenovo-Slim-7-AMD-Ryzen-5-8GB-RAM-256GB-SSD-14-Inch-Laptop-82A20013UK/p/385712,"Lenovo Slim 7, AMD Ryzen 5, 8GB RAM, 256GB SSD, 14 Inch Laptop, 82A20013UK ","- AMD Ryzen 5 4500U Processor- AMD Radeon Graphics- Windows 10 Home- Up to 17.5 hours Battery Life- 1.33kg- 2 x 2W Speakers, Dolby Atmos  ",£599.89,"<span _ngcontent-sc381="""" class=""star-ratings-text ng-star-inserted"">5.0 (1)</span>",https://www.costco.co.uk/Computers/Laptops-MacBooks/Lenovo-Slim-7-AMD-Ryzen-5-8GB-RAM-256GB-SSD-14-Inch-Laptop-82A20013UK/p/385712
38,https://www.costco.co.uk/Computers/Laptops-MacBooks/Lenovo-IdeaPad-S500-Intel-Core-i5-8GB-RAM-256GB-SSD-156-inch-Laptop-82FG00X3UK/p/363916,"Lenovo IdeaPad S500, Intel Core i5, 8GB RAM, 256GB SSD, 15.6 inch Laptop, 82FG00X3UK","- Intel Core i5-1135G7 Processor- Intergrated Intel Iris Xe Graphics- Windows 10 Home in S Mode- Up to 15 hours Battery life- 15.6"" Full HD Display- 1.7kg",£559.99,,https://www.costco.co.uk/Computers/Laptops-MacBooks/Lenovo-IdeaPad-S500-Intel-Core-i5-8GB-RAM-256GB-SSD-156-inch-Laptop-82FG00X3UK/p/363916
39,https://www.costco.co.uk/Computers/Laptops-MacBooks/Lenovo-Chromebook-5-Intel-Core-i5-8GB-RAM-512GB-SSD-14-Inch-Chromebook-82M8000UUK/p/373913,"Lenovo Chromebook 5, Intel Core i5, 8GB RAM, 512GB SSD, 14 Inch Chromebook, 82M8000UUK","- Intel Core i5-1135G7 Processor- Intergrated Intel Iris Xe Graphics- Chrome OS- Up to 10 hours Battery life- 14"" Full HD Display- 1.42kg",£549.99,,https://www.costco.co.uk/Computers/Laptops-MacBooks/Lenovo-Chromebook-5-Intel-Core-i5-8GB-RAM-512GB-SSD-14-Inch-Chromebook-82M8000UUK/p/373913
40,https://www.costco.co.uk/Computers/Laptops-MacBooks/Lenovo-Chromebook-5-Intel-Core-i5-8GB-RAM-512GB-SSD-14-Inch-Chromebook-82M8000XUK/p/373914,"Lenovo Chromebook 5, Intel Core i5, 8GB RAM, 512GB SSD, 14 Inch Chromebook, 82M8000XUK","- Intel Core i5-1135G7 Processor- Intergrated Intel Iris Xe Graphics- Chrome OS- Up to 10 hours Battery life- 14"" Full HD Display- 1.42kg",£549.99,,https://www.costco.co.uk/Computers/Laptops-MacBooks/Lenovo-Chromebook-5-Intel-Core-i5-8GB-RAM-512GB-SSD-14-Inch-Chromebook-82M8000XUK/p/373914
41,https://www.costco.co.uk/Computers/Laptops-MacBooks/ASUS-VivoBook-Intel-Core-i3-8GB-RAM-256GB-SSD-156-Inch-OLED-Laptop-K513EA-L11091T/p/391002,"ASUS VivoBook, Intel Core i3, 8GB RAM, 256GB SSD, 15.6 Inch OLED Laptop, K513EA-L11091T","- Intel® Core™ i3-1115G4 Processor- Intel® UHD Graphics- 15.6"" Full HD OLED Display- Windows 10 Home- Audio by ICEpower,Built-in Speakers,Harman Kardon- 1.8 kg",£549.99,,https://www.costco.co.uk/Computers/Laptops-MacBooks/ASUS-VivoBook-Intel-Core-i3-8GB-RAM-256GB-SSD-156-Inch-OLED-Laptop-K513EA-L11091T/p/391002
42,https://www.costco.co.uk/Computers/Laptops-MacBooks/HP-Chromebook-x360-Intel-Core-i3-8GB-RAM-128GB-SSD-14-Inch-Convertable-Chrombook-14c-cc0003na/p/377711,"HP Chromebook x360, Intel Core i3, 8GB RAM, 128GB SSD, 14 Inch Convertable Chrombook, 14c-cc0003na",- Intel Core i3-1115G4 Processor- Intel UHD Graphics- Chrome OS- Up to 10 hours and 45 minutes Battery life and Fast Charge supported- 1.92kg,£549.99,,https://www.costco.co.uk/Computers/Laptops-MacBooks/HP-Chromebook-x360-Intel-Core-i3-8GB-RAM-128GB-SSD-14-Inch-Convertable-Chrombook-14c-cc0003na/p/377711
43,https://www.costco.co.uk/Computers/Laptops/HP-Pavilion-Intel-Core-i5-8GB-RAM-512GB-SSD-156-Inch-Laptop-15-eg0040na/p/353030,"HP Pavilion, Intel Core i5, 8GB RAM, 512GB SSD, 15.6 Inch Laptop, 15-eg0040na",- Intel Core i5-1135G7 Processor- Intel Iris Xe Graphics - Windows 10 Home 64 bit- Up to 8 hours and 30 minutes Battery Life and Fast Charge Supported- 1.75 kg- Silver colour,£549.98,"<span _ngcontent-sc381="""" class=""star-ratings-text ng-star-inserted"">4.6 (8)</span>",https://www.costco.co.uk/Computers/Laptops/HP-Pavilion-Intel-Core-i5-8GB-RAM-512GB-SSD-156-Inch-Laptop-15-eg0040na/p/353030
44,https://www.costco.co.uk/Computers/Laptops/Microsoft-Surface-Go-2-Intel-Pentium-Gold-4GB-RAM-64GB-eMMC-105-Inch-Tablet-PC-STV-00002-with-Cover-Surface-Mobile-Wireless-Mouse-and-Office-365-personal-1-year/p/361785,"Microsoft Surface Go 2, Intel Pentium Gold, 4GB RAM, 64GB eMMC, 10.5 Inch Tablet PC, STV-00002 with Cover, Surface Mobile Wireless Mouse and Office 365 personal 1 year",- Intel Pentium Gold Processor- Intel UHD Graphics 615- Windows 10 Home in S Mode- Windows Hello face authentication camera (front-facing)- Up to 10.5 hours Battery Life- Includes cover and wireless mouse- Includes Office 365 personal for 1 year,£534.99,"<span _ngcontent-sc381="""" class=""star-ratings-text ng-star-inserted"">4.0 (1)</span>",https://www.costco.co.uk/Computers/Laptops/Microsoft-Surface-Go-2-Intel-Pentium-Gold-4GB-RAM-64GB-eMMC-105-Inch-Tablet-PC-STV-00002-with-Cover-Surface-Mobile-Wireless-Mouse-and-Office-365-personal-1-year/p/361785
45,https://www.costco.co.uk/Computers/Laptops-MacBooks/Acer-Swift-3-Intel-Core-i5-8GB-RAM-512GB-SSD-14-Inch-Laptop-NXABLEK002/p/369429,"Acer Swift 3, Intel Core i5, 8GB RAM, 512GB SSD, 14 Inch Laptop, NX.ABLEK.002",- Intel Core i5-1135G7 Processor- Intel Iris Xe Graphics- Windows 10 Home- Up to 11 hours battery life- 1.2kg,£529.99,"<span _ngcontent-sc381="""" class=""star-ratings-text ng-star-inserted"">4.3 (3)</span>",https://www.costco.co.uk/Computers/Laptops-MacBooks/Acer-Swift-3-Intel-Core-i5-8GB-RAM-512GB-SSD-14-Inch-Laptop-NXABLEK002/p/369429
46,https://www.costco.co.uk/Computers/Laptops-MacBooks/Lenovo-Yoga-6-AMD-Ryzen-5-8GB-RAM-256GB-SSD-133-Inch-Convertible-2-in-1-Laptop-82FN0016UK/p/380724,"Lenovo Yoga 6, AMD Ryzen 5, 8GB RAM, 256GB SSD, 13.3 Inch Convertible 2 in 1 Laptop, 82FN0016UK","- AMD Ryzen 5 4500U Processor- AMD Radeon Graphics- Windows 10 Home- 2 x 1.5W Speakers, Dolby Atmos- Up to 18 hours Battery Life- 1.3 kg",£529.99,,https://www.costco.co.uk/Computers/Laptops-MacBooks/Lenovo-Yoga-6-AMD-Ryzen-5-8GB-RAM-256GB-SSD-133-Inch-Convertible-2-in-1-Laptop-82FN0016UK/p/380724
47,https://www.costco.co.uk/Computers/Laptops/Acer-Aspire-5-Intel-Core-i3-8GB-RAM-256GB-SSD-NVIDIA-GeForce-MX350-156-Inch-Laptop-NXA1KEK007/p/344181,"Acer Aspire 5, Intel Core i3, 8GB RAM, 256GB SSD, NVIDIA GeForce MX350, 15.6 Inch Laptop, NX.A1KEK.007","- Intel Core i3-1115G4 Processor- NVIDIA GeForce MX350 Graphics- Windows 10 Home (64 bit)- Up to 11 hours Battery life- 1.65 kg- 2 x Built-in Stereo Speakers, Acer Purified Voice, Acer TrueHarmony",£489.99,"<span _ngcontent-sc381="""" class=""star-ratings-text ng-star-inserted"">3.8 (4)</span>",https://www.costco.co.uk/Computers/Laptops/Acer-Aspire-5-Intel-Core-i3-8GB-RAM-256GB-SSD-NVIDIA-GeForce-MX350-156-Inch-Laptop-NXA1KEK007/p/344181
